shipment_id,origin,destination,weight,shipping_cost,delivery_date,status
SH-27006,Spain,UK,-7.05,,2024/10/12,Delivered
SH-2759,Germany,,30.48,26.52,2024/02/26,Delivered
SH-27008,Spain,France,11.95,180.71,2024-12-17,In Transit
SH-27009,Spain,France,-6.44,127.26,11/25/2024,Delivered
SH-2968,Germany,Germany,49.09,104.39,10/04/2024,Pending
SH-27011,Tunisia,Germany,3.72,47.02,12/04/2024,In Transit
SH-27012,Tunisia,Germany,13.32,125.33,06/07/2024,Delivered
SH-27013,USA,Germany,21.6,,2024/04/13,Delivered
SH-27014,Tunisia,Germany,24.37,106.1,02/18/2024,Pending
SH-27015,Germany,France,7.6,23.12,2024-07-06,In Transit
SH-27016,China,,13.9,,2024-11-08,Delivered
SH-27017,Tunisia,Germany,47.21,invalid,05/08/2024,Pending
SH-27018,China,abc,11.46,-15.45,2024-08-18,Delivered
SH-27019,China,UK,0.1,,2024-07-20,In Transit
SH-27020,Germany,Germany,18.33,127.31,2024/12/06,In Transit
SH-27021,Tunisia,UK,-4.98,15.28,2024/07/23,In Transit
SH-27022,Germany,Germany,-8.97,148.37,12/16/2024,In Transit
SH-27023,USA,UK,invalid,94.32,2024/05/11,In Transit
SH-27024,USA,Italy,-5.99,137.11,01/03/2024,Pending
SH-27025,Spain,Italy,-3.63,151.57,2024-04-20,In Transit
SH-27026,Germany,Germany,invalid,128.58,2024-08-12,Delivered
SH-27027,Germany,,13.54,abc,2024-01-08,Delivered
SH-2716,Tunisia,,46.97,180.58,06/05/2024,In Transit
SH-27029,USA,Italy,39.43,62.61,03/10/2024,Pending
SH-27030,Germany,France,29.97,abc,2024-04-19,In Transit
SH-27031,Tunisia,Italy,16.32,abc,2024/10/17,In Transit
SH-27032,USA,Italy,11.15,52.49,2024-10-17,Delivered
SH-27033,USA,invalid,6.16,124.64,2024/09/24,In Transit
SH-27034,Tunisia,Italy,30.23,74.25,01/04/2024,Delivered
SH-27035,USA,UK,41.21,32.04,2024-09-09,In Transit
SH-27036,Tunisia,,47.07,56.6,invalid,In Transit
SH-27037,China,France,5.28,86.86,,Pending
SH-2887,Tunisia,,12.1,31.96,05/21/2024,In Transit
SH-27039,Tunisia,UK,6.13,171.33,06/09/2024,Pending
SH-27040,China,France,-5.81,95.6,2024/09/06,In Transit
SH-27041,Germany,France,30.91,-15.37,2024/12/07,Pending
SH-2914,China,UK,45.89,102.18,2024-04-08,Delivered
SH-27043,USA,abc,35.98,7.08,2024/06/16,Delivered
SH-27044,China,France,,,2024-02-04,Delivered
SH-27045,China,France,-0.34,67.84,2024-05-14,Delivered
SH-27046,USA,,3.08,,2024-11-04,Delivered
SH-27047,Spain,Germany,32.39,-15.72,2024/03/19,Delivered
SH-27048,Spain,France,,180.25,06/05/2024,In Transit
SH-27049,China,Italy,41.21,-14.77,,Pending
SH-27050,China,UK,23.64,invalid,2024/06/21,In Transit
SH-27051,USA,France,46.98,8.66,02/28/2024,In Transit
SH-27052,Spain,France,38.02,166.23,04/17/2024,Delivered
SH-27053,Tunisia,abc,15.26,96.53,2024/06/12,Delivered
SH-27054,China,Germany,46.09,82.32,2024/11/11,Delivered
SH-27055,China,Italy,4.74,111.73,05/14/2024,In Transit
SH-27056,Germany,,28.31,99.3,2024-02-15,Delivered
SH-27057,Tunisia,Germany,33.51,30.56,10/03/2024,Delivered
SH-27058,Germany,UK,11.98,176.77,12/15/2024,In Transit
SH-27059,Germany,France,20.37,71.4,01/07/2024,Delivered
SH-27060,USA,,-4.47,182.22,2024/05/27,Pending
SH-27061,Tunisia,abc,-9.85,181.47,02/21/2024,Pending
SH-27062,Spain,,46.88,-0.78,invalid,In Transit
SH-27063,China,UK,invalid,143.85,,In Transit
SH-2850,Spain,Italy,5.13,invalid,2024/03/06,In Transit
SH-27065,China,UK,abc,-2.69,2024/06/02,In Transit
SH-27066,Germany,UK,49.11,65.19,,Pending
SH-27067,China,UK,40.97,27.66,2024-12-14,Delivered
SH-27068,Germany,UK,invalid,163.09,04/15/2024,In Transit
SH-27069,USA,Italy,8.64,186.49,2024-11-03,Delivered
SH-27070,USA,,19.49,117.82,2024/02/03,Delivered
SH-2700,USA,Italy,28.42,194.35,03/13/2024,Delivered
SH-27072,Germany,,15.27,193.97,2024/01/22,In Transit
SH-27073,China,Germany,13.09,142.37,abc,Delivered
SH-27074,Spain,Italy,28.95,28.63,2024-08-12,Pending
SH-27075,Tunisia,France,5.47,17.7,2024/12/01,Delivered
SH-27076,Tunisia,,49.84,150.19,04/08/2024,In Transit
SH-27077,Tunisia,France,-9.9,133.18,2024-04-16,Pending
SH-27078,Spain,Italy,-0.87,,06/12/2024,Delivered
SH-27079,USA,France,41.84,92.31,2024/09/15,Pending
SH-27080,Tunisia,UK,34.42,89.36,2024-10-26,Delivered
SH-27081,Tunisia,invalid,invalid,47.79,2024/03/08,Delivered
SH-27082,China,invalid,-1.85,88.48,02/16/2024,Pending
SH-27083,China,France,17.94,,2024-03-27,Delivered
SH-27084,USA,abc,10.98,174.19,07/02/2024,In Transit
SH-27085,USA,UK,34.97,139.9,,In Transit
SH-2254,China,,invalid,108.56,,Delivered
SH-27087,China,UK,26.88,195.36,2024/03/11,In Transit
SH-27088,Tunisia,Germany,9.74,60.23,2024-03-09,Delivered
SH-27089,Tunisia,,-1.11,144.5,2024/04/17,In Transit
SH-27090,Germany,Italy,33.63,157.28,06/17/2024,Pending
SH-27091,Tunisia,France,13.31,155.45,2024-12-06,Pending
SH-27092,Tunisia,UK,,89.75,08/24/2024,In Transit
SH-27093,Germany,UK,-2.93,1.24,2024/05/13,In Transit
SH-27094,Germany,France,17.58,68.43,05/22/2024,In Transit
SH-27095,Tunisia,UK,46.49,137.01,02/26/2024,Delivered
SH-27096,China,France,-1.91,118.02,2024/12/20,Pending
SH-27097,Germany,Germany,47.34,105.04,,Pending
SH-27098,Tunisia,Italy,-4.0,198.05,2024-03-15,Pending
SH-2414,Spain,Germany,8.88,66.86,2024/01/17,In Transit
SH-27100,Spain,France,18.84,29.78,2024-04-16,Pending
SH-27101,Germany,Germany,46.19,72.74,,Delivered
SH-27102,China,UK,invalid,invalid,2024-09-08,Delivered
SH-27103,USA,Germany,invalid,57.79,2024-07-01,Delivered
SH-27104,USA,Italy,4.21,96.85,2024-08-15,Pending
SH-27105,Tunisia,Italy,44.79,14.68,06/02/2024,Pending
SH-27106,Germany,UK,5.42,121.54,2024-10-19,Pending
SH-27107,Tunisia,,25.69,139.73,2024-09-17,Delivered
SH-27108,USA,France,abc,49.36,,In Transit
SH-27109,Spain,Germany,18.37,82.96,2024-09-14,Pending
SH-2433,Germany,UK,39.46,129.44,2024-03-23,In Transit
SH-27111,Tunisia,France,44.06,42.29,01/18/2024,Delivered
SH-2830,USA,France,13.31,,invalid,Pending
SH-27113,Germany,invalid,22.59,24.7,05/25/2024,Pending
SH-27114,Germany,France,44.94,17.46,2024-12-23,Pending
SH-27115,Germany,France,43.15,85.23,2024-12-24,Delivered
SH-2983,Spain,Germany,,abc,07/27/2024,Delivered
SH-27117,China,,32.6,6.94,2024/05/28,In Transit
SH-27118,Germany,UK,38.84,0.74,2024-12-25,Pending
SH-27119,Spain,Italy,,66.1,2024/01/15,In Transit
SH-27120,Spain,France,0.26,abc,2024/10/20,Delivered
SH-27121,Spain,abc,,21.76,2024/02/25,Delivered
SH-27122,Tunisia,UK,30.06,151.78,2024-10-24,In Transit
SH-2551,Spain,Germany,23.01,123.45,07/23/2024,Delivered
SH-27124,USA,,40.33,142.45,2024/07/28,In Transit
SH-27125,Spain,,4.1,177.66,,In Transit
SH-2317,Germany,Germany,22.28,179.96,2024-09-28,Delivered
SH-2653,Germany,Germany,43.67,131.65,09/10/2024,In Transit
SH-27128,Tunisia,,19.91,invalid,2024-06-06,Pending
SH-27129,Germany,UK,37.35,invalid,2024-11-21,In Transit
SH-27130,USA,,14.36,166.05,2024/12/14,Delivered
SH-27131,Germany,,19.24,abc,07/03/2024,Delivered
SH-27132,Germany,Germany,24.67,56.0,2024-03-19,In Transit
SH-27133,USA,abc,,102.7,2024-07-16,Delivered
SH-27134,USA,Germany,41.62,70.85,2024-06-11,Pending
SH-27135,Spain,France,49.42,141.72,2024-05-18,In Transit
SH-27136,USA,Germany,-9.78,144.72,2024/01/13,In Transit
SH-27137,Germany,,-7.59,,2024/02/03,Pending
SH-27138,China,abc,29.61,30.65,2024-10-08,Pending
SH-2253,USA,,invalid,-12.09,,In Transit
SH-27140,Germany,Italy,17.11,47.68,2024-03-18,Pending
SH-27141,Spain,,47.83,8.59,2024/12/15,In Transit
SH-27142,Spain,Germany,abc,63.85,2024/08/18,Pending
SH-27143,Germany,UK,8.19,abc,2024/03/16,Delivered
SH-27144,Germany,France,29.31,174.87,2024-02-25,In Transit
SH-27145,USA,Germany,22.8,101.79,2024-10-21,Delivered
SH-27146,China,,,abc,2024/03/13,Pending
SH-27147,USA,,8.13,151.24,2024/11/13,Delivered
SH-27148,Spain,Italy,-9.4,,2024/10/10,Pending
SH-27149,China,Italy,abc,,,In Transit
SH-27150,Germany,,36.73,53.22,11/21/2024,Pending
SH-27151,Tunisia,,43.21,19.95,invalid,Pending
SH-27152,Tunisia,UK,7.04,47.93,11/02/2024,In Transit
SH-27153,USA,UK,1.57,112.64,2024-07-28,Delivered
SH-27154,China,invalid,10.76,26.18,2024/01/05,Pending
SH-27155,USA,,25.72,0.34,06/17/2024,Delivered
SH-27156,Tunisia,Germany,-3.57,183.52,2024-10-20,Pending
SH-27157,Germany,Italy,invalid,112.34,2024/04/01,In Transit
SH-27158,USA,Germany,-5.93,70.12,,In Transit
SH-27159,Germany,UK,42.19,72.41,2024-01-19,Delivered
SH-27160,USA,France,5.58,24.81,06/12/2024,In Transit
SH-27161,Tunisia,Italy,39.53,155.22,,Pending
SH-27162,Spain,,14.99,invalid,2024/02/25,In Transit
SH-2952,Spain,,42.77,77.45,2024/12/05,Pending
SH-27164,China,France,23.48,-15.89,11/28/2024,In Transit
SH-27165,Germany,invalid,29.26,139.28,2024/03/26,In Transit
SH-27166,China,Germany,10.11,invalid,2024/05/15,Delivered
SH-2898,Tunisia,Germany,39.02,179.82,2024-04-25,Delivered
SH-27168,Tunisia,UK,30.04,54.39,2024-02-05,Delivered
SH-27169,USA,,35.15,invalid,02/17/2024,In Transit
SH-27170,China,France,,196.59,02/12/2024,Pending
SH-27171,China,Germany,23.18,90.27,2024-01-03,Delivered
SH-27172,Germany,Italy,26.0,180.58,2024/10/15,Delivered
SH-27173,Germany,France,,20.03,09/17/2024,Pending
SH-27174,USA,Italy,46.25,165.35,2024/07/11,Pending
SH-27175,USA,France,5.98,197.09,2024-02-08,In Transit
SH-27176,Germany,,47.53,-14.14,2024-05-08,Pending
SH-27177,Spain,Italy,19.72,4.25,2024-07-23,Pending
SH-27178,Spain,abc,,199.06,2024-04-16,Delivered
SH-27179,Tunisia,France,34.71,29.88,2024/11/23,Delivered
SH-27180,China,Germany,42.67,54.39,02/27/2024,In Transit
SH-27181,USA,abc,-3.93,170.25,02/08/2024,Delivered
SH-27182,China,UK,38.58,146.24,2024-03-26,Delivered
SH-27183,USA,France,36.91,-11.69,,Pending
SH-27184,China,Germany,15.02,73.19,2024-10-25,Pending
SH-27185,Germany,,35.6,abc,,In Transit
SH-2480,USA,France,28.15,135.09,11/16/2024,In Transit
SH-27187,Tunisia,Germany,26.73,-14.22,2024-07-12,Pending
SH-27188,Tunisia,France,26.59,140.68,2024-07-20,Delivered
SH-27189,Germany,France,16.1,abc,2024/09/25,Delivered
SH-27190,China,,,,09/09/2024,Pending
SH-27191,Tunisia,Germany,49.44,invalid,invalid,In Transit
SH-27192,USA,UK,abc,120.0,2024-11-16,Delivered
SH-2499,Germany,,10.26,194.19,2024/03/04,Delivered
SH-27194,Germany,Italy,-6.23,,2024/06/06,Delivered
SH-27195,China,invalid,48.72,192.75,05/15/2024,Pending
SH-27196,China,abc,45.41,125.61,03/28/2024,Delivered
SH-27197,Germany,France,45.54,101.35,2024-05-06,Delivered
SH-2053,Spain,,invalid,abc,2024-12-11,Delivered
SH-27199,USA,,39.54,96.62,2024-11-05,Delivered
SH-27200,USA,Italy,invalid,97.99,,Pending
SH-27201,China,UK,-4.98,-17.87,2024-04-23,In Transit
SH-27202,Spain,France,24.48,34.72,2024-11-20,In Transit
SH-27203,Germany,France,36.5,abc,2024/09/03,Delivered
SH-27204,Spain,,0.57,25.03,2024-09-28,Pending
SH-27205,USA,Germany,14.51,199.57,2024/11/19,Pending
SH-27206,Spain,UK,,abc,2024/03/26,In Transit
SH-27207,China,Italy,13.61,128.94,2024/03/01,Pending
SH-27208,Tunisia,Germany,,invalid,,Pending
SH-27209,China,UK,-8.42,48.76,2024-03-03,Pending
SH-27210,Spain,France,46.2,5.97,2024/05/24,Pending
SH-27211,Germany,Italy,9.79,190.19,invalid,In Transit
SH-27212,Tunisia,France,,188.32,2024/12/07,In Transit
SH-27213,Tunisia,,abc,31.71,2024-04-09,Delivered
SH-27214,China,Germany,39.32,63.13,2024/12/13,Delivered
SH-27215,China,Germany,15.68,121.09,2024-11-13,Delivered
SH-27216,USA,,1.4,186.74,2024-10-04,Delivered
SH-27217,Germany,abc,-1.72,16.63,01/16/2024,Pending
SH-27218,Tunisia,Italy,7.23,-0.7,2024-12-16,In Transit
SH-27219,Tunisia,France,invalid,17.63,abc,Delivered
SH-27220,Germany,Italy,32.98,24.14,2024-11-04,Delivered
SH-27221,China,Italy,-4.88,invalid,2024-09-04,Delivered
SH-27222,China,abc,38.58,79.97,2024-03-16,In Transit
SH-27223,China,UK,27.09,175.82,,In Transit
SH-27224,Tunisia,Italy,12.48,133.35,2024/10/09,Delivered
SH-27225,USA,France,25.4,110.76,2024/04/05,In Transit
SH-27226,Tunisia,France,,36.41,,Pending
SH-27227,Tunisia,,3.13,161.82,2024/11/21,In Transit
SH-27228,Spain,Germany,25.92,54.86,,In Transit
SH-27229,Tunisia,France,,,10/05/2024,Delivered
SH-27230,USA,abc,-6.83,-10.1,invalid,Pending
SH-27231,China,Italy,16.69,149.21,03/15/2024,Pending
SH-27232,Tunisia,France,5.69,,2024-03-13,Delivered
SH-27233,China,France,43.5,158.35,abc,In Transit
SH-27234,Spain,Italy,14.41,125.99,2024/04/20,In Transit
SH-27235,Tunisia,,39.68,abc,11/17/2024,Delivered
SH-27236,Tunisia,UK,abc,114.55,10/08/2024,Delivered
SH-2854,Spain,France,24.12,,2024/03/24,Delivered
SH-27238,Spain,,49.39,167.03,2024-11-06,Delivered
SH-27239,Germany,France,-9.22,180.36,2024/02/11,In Transit
SH-27240,Tunisia,France,15.2,,2024-04-26,Delivered
SH-27241,USA,UK,22.07,-18.84,2024/08/06,Delivered
SH-27242,Tunisia,UK,22.67,185.94,2024/09/23,In Transit
SH-27243,USA,France,14.3,195.78,2024-11-01,Pending
SH-2775,Germany,Italy,42.44,74.5,2024/03/18,Pending
SH-27245,Tunisia,UK,30.03,15.39,invalid,Pending
SH-27246,USA,,0.41,68.86,2024-03-18,In Transit
SH-27247,China,,19.28,85.58,2024/03/20,Pending
SH-27248,USA,France,6.02,30.81,2024/09/05,In Transit
SH-27249,USA,Italy,42.54,164.69,05/15/2024,In Transit
SH-27250,Spain,Germany,-8.97,83.1,,Pending
SH-27251,Tunisia,UK,38.22,194.45,2024-09-07,Pending
SH-27252,Tunisia,Italy,15.34,99.37,abc,Pending
SH-27253,USA,invalid,-2.3,194.11,2024-03-25,In Transit
SH-27254,China,,38.59,193.75,2024/06/23,In Transit
SH-27255,Germany,UK,25.01,199.4,2024/05/15,Delivered
SH-27256,Germany,Italy,0.98,88.01,01/19/2024,Delivered
SH-27257,Spain,UK,0.65,136.76,2024-09-17,Pending
SH-27258,China,UK,41.76,-13.7,2024-10-12,Pending
SH-27259,USA,Italy,12.15,152.47,,Pending
SH-2520,Germany,,invalid,72.38,2024/12/03,Pending
SH-2059,USA,UK,0.95,149.58,11/01/2024,Delivered
SH-27262,China,Italy,abc,invalid,2024-07-25,In Transit
SH-27263,USA,Germany,invalid,83.32,,In Transit
SH-27264,Germany,Italy,abc,127.3,2024/06/26,Pending
SH-27265,Spain,France,3.38,abc,2024-03-21,In Transit
SH-27266,Tunisia,invalid,7.88,62.87,2024/11/17,Delivered
SH-27267,Tunisia,UK,-3.59,,09/28/2024,Pending
SH-27268,China,,-3.06,101.95,2024/04/24,Pending
SH-27269,Tunisia,,32.77,-6.17,2024-04-08,In Transit
SH-27270,China,,35.01,154.7,04/10/2024,Delivered
SH-27271,Germany,UK,33.33,103.04,2024-07-07,Pending
SH-27272,China,invalid,20.93,invalid,invalid,Delivered
SH-2875,Tunisia,France,15.11,abc,2024/04/18,In Transit
SH-27274,Spain,,31.8,97.72,2024/03/15,In Transit
SH-27275,China,UK,1.71,59.71,2024/06/27,Pending
SH-27276,China,France,34.85,136.81,11/27/2024,Delivered
SH-27277,Spain,Germany,13.97,abc,05/10/2024,Pending
SH-27278,Tunisia,UK,19.81,abc,2024-07-01,In Transit
SH-27279,Germany,,-6.31,93.54,2024/06/17,In Transit
SH-2022,Spain,Italy,-8.83,,01/07/2024,Pending
SH-27281,Spain,Italy,5.04,31.82,2024-12-08,Pending
SH-27282,USA,,40.63,116.25,02/19/2024,In Transit
SH-27283,Germany,France,20.73,,2024/10/18,Delivered
SH-2066,Spain,Italy,27.96,26.22,04/17/2024,Pending
SH-27285,China,Italy,,140.27,05/02/2024,Pending
SH-27286,Germany,Germany,0.17,14.18,,In Transit
SH-27287,Tunisia,France,46.6,152.98,05/27/2024,Pending
SH-27288,USA,Germany,18.88,120.26,2024/06/07,In Transit
SH-27289,USA,UK,4.88,111.85,04/19/2024,In Transit
SH-27290,China,,24.51,14.08,09/28/2024,In Transit
SH-2876,China,,30.63,133.14,,Pending
SH-27292,Tunisia,France,-6.47,120.76,,Pending
SH-27293,Tunisia,UK,-0.33,157.11,2024/01/17,Pending
SH-27294,Spain,,,190.62,2024/12/01,Pending
SH-27295,USA,invalid,21.0,158.89,2024-03-21,Pending
SH-27296,Tunisia,France,23.33,129.73,2024/05/24,In Transit
SH-27297,China,,-3.44,invalid,03/01/2024,Delivered
SH-27298,Spain,UK,15.02,abc,2024/12/08,Pending
SH-27299,Spain,Germany,29.77,193.87,01/13/2024,Delivered
SH-27300,Germany,UK,-8.21,60.5,09/11/2024,Pending
SH-27301,China,France,36.13,169.22,2024-11-05,Delivered
SH-27302,Tunisia,France,4.46,9.46,2024/08/11,Pending
SH-27303,Spain,invalid,35.27,-2.75,2024-10-03,Pending
SH-2546,China,,-0.96,7.15,2024-08-17,In Transit
SH-27305,Germany,,38.86,173.85,,In Transit
SH-27306,China,France,46.74,96.32,2024/02/12,Delivered
SH-27307,Spain,France,,181.51,2024/09/21,Delivered
SH-27308,Germany,France,-1.4,60.8,2024/12/08,Pending
SH-27309,Tunisia,,22.73,129.81,04/28/2024,Pending
SH-2767,Tunisia,Italy,,invalid,11/10/2024,Pending
SH-27311,Spain,France,45.19,11.29,invalid,In Transit
SH-27312,Spain,UK,36.21,74.33,2024/09/14,Delivered
SH-27313,USA,Italy,44.07,168.86,2024-03-01,Delivered
SH-27314,Tunisia,,29.63,98.12,abc,In Transit
SH-27315,Tunisia,,37.19,187.5,07/24/2024,Pending
SH-27316,China,Italy,14.25,185.2,2024/02/01,In Transit
SH-27317,Spain,France,-7.67,66.55,05/17/2024,Pending
SH-27318,Tunisia,France,-3.26,176.25,07/14/2024,Pending
SH-27319,Spain,France,33.23,195.31,07/22/2024,Delivered
SH-27320,China,abc,23.09,0.4,2024/01/07,Pending
SH-27321,Germany,abc,-0.29,90.15,2024-07-23,Delivered
SH-27322,Tunisia,Italy,12.75,61.48,06/02/2024,In Transit
SH-27323,Tunisia,France,2.0,26.2,2024/02/20,In Transit
SH-27324,Germany,Italy,33.26,77.92,05/25/2024,Pending
SH-27325,China,France,41.46,121.01,12/14/2024,Pending
SH-27326,Spain,,abc,67.08,06/08/2024,Pending
SH-27327,China,,42.1,153.24,2024-09-07,Delivered
SH-27328,China,,-3.17,103.92,2024/10/28,Pending
SH-27329,USA,Italy,46.68,34.68,2024/03/28,Delivered
SH-27330,China,UK,20.39,198.86,05/25/2024,In Transit
SH-27331,Spain,France,-1.15,38.07,2024-01-11,In Transit
SH-27332,China,Italy,6.16,,,Pending
SH-27333,USA,Italy,29.89,106.79,2024-03-11,Pending
SH-27334,Spain,France,27.17,-17.93,2024/08/09,In Transit
SH-27335,Germany,Germany,21.5,197.75,abc,Delivered
SH-2733,Tunisia,France,invalid,198.28,,Pending
SH-27337,China,Germany,10.91,,invalid,Delivered
SH-27338,Spain,abc,49.93,191.79,2024/12/21,Pending
SH-27339,China,France,42.5,84.45,2024-12-23,Delivered
SH-27340,Spain,Italy,10.63,91.26,2024-02-11,Pending
SH-27341,Spain,UK,40.51,164.74,03/17/2024,Delivered
SH-27342,Tunisia,UK,44.91,25.44,2024/07/03,Delivered
SH-27343,Germany,France,39.58,-8.0,2024/02/27,Pending
SH-27344,Germany,France,,33.95,2024/04/19,In Transit
SH-27345,Tunisia,,11.13,112.01,01/27/2024,Delivered
SH-27346,China,France,14.91,186.88,abc,In Transit
SH-27347,Spain,Italy,6.89,47.62,,Delivered
SH-27348,China,UK,-5.67,abc,abc,Pending
SH-27349,China,Germany,49.39,173.53,2024-12-07,In Transit
SH-27350,China,Italy,16.21,199.54,06/08/2024,Pending
SH-27351,China,,26.03,invalid,2024/09/19,Delivered
SH-27352,China,,abc,28.63,2024/06/15,Pending
SH-27353,Spain,,29.91,-3.86,invalid,Pending
SH-27354,USA,,5.74,16.8,2024/09/13,In Transit
SH-27355,Spain,invalid,,,12/11/2024,Pending
SH-27356,Germany,France,16.67,abc,07/01/2024,In Transit
SH-2244,USA,Germany,abc,53.96,2024-02-27,Pending
SH-27358,Spain,Germany,,128.38,01/12/2024,In Transit
SH-27359,USA,Italy,16.35,-5.44,abc,Delivered
SH-27360,Tunisia,Germany,12.81,137.93,2024-12-23,Delivered
SH-27361,China,France,42.93,20.43,2024/07/24,In Transit
SH-27362,Spain,,-1.26,138.92,2024-10-20,In Transit
SH-27363,Tunisia,,36.48,75.15,2024/02/08,Pending
SH-27364,Tunisia,,49.44,16.07,,Pending
SH-27365,Germany,,abc,121.23,abc,Pending
SH-27366,China,Italy,abc,69.36,2024/08/24,In Transit
SH-27367,Spain,abc,20.26,100.92,abc,Delivered
SH-2746,Tunisia,Italy,-8.19,93.37,2024/04/24,In Transit
SH-27369,China,Germany,1.32,9.28,08/28/2024,Delivered
SH-27370,Germany,,0.92,166.54,invalid,Pending
SH-27371,Germany,Italy,28.15,123.12,07/05/2024,Delivered
SH-27372,China,,abc,80.17,10/12/2024,In Transit
SH-27373,China,,25.96,42.65,2024/10/25,Delivered
SH-27374,China,,invalid,103.41,,Delivered
SH-27375,China,,48.52,,04/27/2024,Delivered
SH-27376,Germany,,43.45,41.71,08/19/2024,In Transit
SH-27377,Tunisia,invalid,abc,155.04,08/17/2024,Pending
SH-27378,China,,20.76,invalid,2024-12-24,Pending
SH-27379,USA,Italy,38.1,139.4,2024/12/11,In Transit
SH-27380,Tunisia,France,47.05,33.73,07/13/2024,Delivered
SH-27381,Germany,,45.46,18.45,03/20/2024,In Transit
SH-27382,USA,France,16.18,27.19,2024-03-26,Delivered
SH-27383,Tunisia,France,12.93,108.18,2024/09/09,Delivered
SH-27384,Germany,UK,46.56,89.73,2024/10/02,Delivered
SH-27385,USA,UK,4.82,182.26,2024/02/16,In Transit
SH-27386,Tunisia,Germany,48.73,invalid,11/05/2024,Pending
SH-27387,Tunisia,invalid,26.63,160.82,2024/09/10,In Transit
SH-27388,USA,France,19.69,invalid,2024-06-04,Delivered
SH-27389,China,UK,8.19,146.64,2024/03/13,Delivered
SH-27390,Tunisia,Germany,4.09,abc,2024/01/11,In Transit
SH-27391,USA,UK,-7.83,45.24,,Delivered
SH-27392,USA,,4.15,,2024/05/08,Pending
SH-27393,Spain,,24.2,14.49,2024/02/01,Delivered
SH-27394,Spain,,21.83,139.29,abc,In Transit
SH-27395,Spain,Germany,7.6,76.61,2024-07-05,Delivered
SH-27396,China,UK,23.9,74.81,06/22/2024,Delivered
SH-27397,Spain,Germany,17.24,187.99,2024-02-01,Pending
SH-27398,Tunisia,Germany,-4.92,178.28,03/12/2024,In Transit
SH-2450,Spain,Germany,41.42,80.29,2024-10-19,In Transit
SH-27400,China,,8.26,187.57,06/20/2024,Pending
SH-27401,USA,France,,,06/19/2024,Pending
SH-27402,Tunisia,Italy,13.54,abc,2024-01-27,In Transit
SH-27403,USA,UK,invalid,136.09,02/24/2024,Delivered
SH-27404,Germany,France,-3.84,79.61,2024-03-19,Delivered
SH-27405,Germany,Italy,-2.06,34.33,03/16/2024,Delivered
SH-27406,China,France,-8.59,12.99,07/04/2024,Pending
SH-27407,Spain,Germany,-5.34,-15.0,2024/08/17,Delivered
SH-27408,Germany,Germany,24.6,,,Pending
SH-27409,USA,UK,7.9,89.5,,Pending
SH-2321,Spain,,13.13,134.63,04/28/2024,In Transit
SH-27411,Germany,France,-3.32,25.45,2024-04-16,Pending
SH-27412,Tunisia,,invalid,141.6,10/23/2024,In Transit
SH-27413,Tunisia,France,-2.01,71.3,2024/08/09,Pending
SH-27414,China,Germany,invalid,144.59,,In Transit
SH-27415,USA,UK,,abc,2024-06-05,Pending
SH-27416,Germany,Italy,40.19,106.56,abc,Delivered
SH-27417,Germany,Italy,33.94,141.7,02/21/2024,Delivered
SH-27418,China,UK,28.8,125.11,2024/03/22,Delivered
SH-27419,Spain,,41.88,-18.02,2024-07-07,Delivered
SH-27420,China,Italy,24.81,-16.57,10/04/2024,Delivered
SH-27421,Spain,,-4.1,148.07,2024-07-08,Delivered
SH-27422,Tunisia,France,20.89,147.83,2024-01-14,Delivered
SH-27423,Tunisia,Italy,0.9,abc,2024/01/01,Pending
SH-27424,Spain,Germany,,187.28,2024/10/10,Pending
SH-27425,Germany,Italy,-0.47,163.22,2024/04/21,Pending
SH-27426,China,France,-2.84,195.53,07/21/2024,In Transit
SH-2251,Spain,Italy,33.12,85.55,08/16/2024,In Transit
SH-27428,China,abc,10.5,invalid,2024/12/12,In Transit
SH-27429,Germany,UK,27.92,49.08,2024-07-25,Pending
SH-2977,China,UK,32.53,172.84,2024-12-19,Delivered
SH-27431,Germany,,0.02,175.91,2024-10-22,In Transit
SH-27432,Tunisia,Italy,37.6,123.97,2024/10/06,Pending
SH-27433,USA,France,26.37,191.97,03/07/2024,Pending
SH-27434,USA,UK,,139.91,08/02/2024,Pending
SH-27435,Germany,,38.46,161.34,abc,Pending
SH-27436,Tunisia,France,7.84,177.64,2024/03/15,Pending
