origin,destination,weight,delivery_date,status
Germany,Italy,0.89,2024-10-11,In Transit
Germany,Italy,10.91,2024-05-28,Pending
Spain,France,45.64,2024-05-03,In Transit
Germany,UK,23.13,2024-08-18,In Transit
Tunisia,Germany,34.44,2024-12-14,Delivered
USA,France,22.72,2024-07-13,Pending
USA,Italy,47.42,2024-09-11,In Transit
USA,UK,6.36,2024-03-15,Pending
Spain,UK,32.25,2024-11-17,Pending
Germany,Italy,33.48,2024-07-14,In Transit
China,France,-1.74,2024-05-11,Delivered
Spain,France,20.39,2024-02-21,Delivered
Tunisia,France,7.95,2024-09-19,Delivered
USA,Italy,17.3,2024-03-06,Delivered
China,Germany,10.26,2024-12-06,Delivered
USA,UK,9.63,2024-01-05,Delivered
Germany,France,-1.43,2024-11-28,In Transit
China,Italy,4.4,2024-02-07,Delivered
USA,Italy,25.89,2024-05-14,In Transit
USA,France,7.95,2024-05-22,Pending
China,France,47.14,2024-10-09,Pending
Tunisia,UK,-7.27,2024-02-03,Delivered
Germany,France,24.32,2024-03-03,In Transit
China,Italy,30.24,2024-10-17,Delivered
Germany,Germany,8.65,2024-07-10,Pending
Spain,France,38.51,2024-05-06,Delivered
USA,Germany,25.26,2024-05-15,In Transit
China,Italy,43.52,2024-08-20,In Transit
China,Germany,36.93,2024-06-25,Pending
Germany,Italy,-9.72,2024-05-11,Delivered
Tunisia,Germany,7.95,2024-02-25,In Transit
China,UK,46.47,2024-04-11,Delivered
Germany,France,39.32,2024-11-23,Pending
Germany,France,7.95,2024-04-23,In Transit
Spain,France,31.71,2024-03-03,In Transit
China,France,-2.15,2024-02-03,In Transit
Germany,Italy,13.14,2024-03-10,In Transit
China,Italy,22.94,2024-01-08,In Transit
China,France,7.95,2024-04-23,Pending
Germany,Germany,-8.01,2024-07-05,Delivered
Spain,UK,46.43,2024-10-09,Delivered
Spain,Italy,36.57,2024-01-12,Delivered
Germany,France,-9.51,2024-02-26,In Transit
USA,France,-2.67,2024-09-25,Pending
Tunisia,France,-8.29,2024-11-25,Delivered
Tunisia,Germany,23.15,2024-11-14,In Transit
USA,Germany,15.57,2024-12-23,Delivered
USA,Germany,14.65,2024-03-27,Delivered
China,France,16.82,2024-05-26,Pending
USA,Italy,33.05,2024-08-20,Delivered
Spain,Germany,20.6,2024-10-09,Pending
Tunisia,UK,-3.75,2024-05-18,In Transit
Spain,France,4.8,2024-10-09,Pending
Spain,France,11.88,2024-05-05,Pending
Germany,Germany,-6.51,2024-10-03,Pending
Spain,UK,10.45,2024-09-11,In Transit
Tunisia,France,7.95,2024-01-07,Pending
Germany,France,20.49,2024-10-05,Pending
China,UK,37.85,2024-11-17,Delivered
Spain,Germany,-7.18,2024-10-02,In Transit
USA,UK,2.88,2024-04-22,In Transit
China,Germany,37.03,2024-09-11,Delivered
Spain,UK,49.48,2024-01-17,Delivered
China,France,29.0,2024-08-24,In Transit
Germany,France,1.08,2024-04-13,Pending
Germany,Germany,-1.21,2024-09-09,In Transit
Germany,Germany,45.87,2024-11-19,In Transit
Germany,Italy,49.3,2024-10-09,Delivered
Spain,France,17.89,2024-04-22,Pending
Germany,France,3.8,2024-10-07,Delivered
Germany,Italy,42.88,2024-08-13,Pending
Spain,France,4.0,2024-07-21,Pending
Spain,France,6.56,2024-08-21,Pending
Spain,France,-3.17,2024-09-01,In Transit
Germany,France,44.72,2024-02-28,Delivered
Germany,Germany,44.64,2024-10-09,Pending
Tunisia,Germany,24.86,2024-02-07,Delivered
Spain,France,1.02,2024-06-10,In Transit
Spain,Italy,43.81,2024-05-24,Pending
Spain,France,46.29,2024-06-28,Pending
China,UK,32.33,2024-10-14,Pending
USA,Germany,0.87,2024-10-09,Delivered
Germany,Italy,7.95,2024-06-21,Delivered
China,Germany,25.13,2024-03-23,In Transit
USA,UK,47.08,2024-08-27,Delivered
Spain,France,7.95,2024-08-16,In Transit
China,France,47.63,2024-10-09,Delivered
Spain,France,35.38,2024-07-06,Pending
Tunisia,France,17.47,2024-10-09,Pending
Germany,France,15.7,2024-06-07,Pending
Spain,Italy,7.09,2024-04-06,In Transit
Spain,France,-5.19,2024-04-09,Pending
Tunisia,France,9.44,2024-03-18,In Transit
Tunisia,France,46.04,2024-12-28,In Transit
Tunisia,Italy,6.22,2024-10-09,In Transit
Tunisia,Italy,-7.99,2024-04-25,In Transit
Germany,UK,33.2,2024-10-28,Delivered
China,France,44.69,2024-06-06,Delivered
Germany,Germany,15.86,2024-03-01,In Transit
Tunisia,Italy,42.76,2024-02-04,Pending
China,Germany,7.95,2024-05-05,In Transit
China,France,-1.94,2024-04-03,Delivered
USA,France,47.05,2024-01-26,Delivered
USA,France,-1.04,2024-05-24,Pending
China,UK,45.21,2024-10-09,In Transit
Tunisia,France,41.74,2024-02-27,Delivered
Spain,France,49.47,2024-03-06,Pending
Spain,France,0.39,2024-10-03,Pending
Tunisia,Italy,26.37,2024-12-17,Delivered
USA,France,16.61,2024-01-21,In Transit
Spain,UK,40.56,2024-12-17,Pending
Spain,France,18.72,2024-07-23,In Transit
China,Italy,37.4,2024-01-09,In Transit
USA,France,43.1,2024-05-06,In Transit
Tunisia,UK,7.95,2024-11-21,In Transit
Tunisia,France,18.75,2024-08-23,Delivered
Tunisia,France,7.95,2024-11-24,Delivered
Germany,France,19.91,2024-12-06,Pending
USA,France,40.03,2024-06-04,In Transit
USA,France,7.95,2024-12-21,In Transit
China,France,29.89,2024-06-16,Delivered
Spain,UK,19.45,2024-07-12,Delivered
Tunisia,Italy,7.95,2024-11-09,In Transit
China,Germany,3.89,2024-10-09,Delivered
China,UK,45.06,2024-08-26,In Transit
Germany,France,45.04,2024-09-17,Pending
USA,UK,28.62,2024-05-02,Delivered
China,UK,-0.46,2024-02-09,Delivered
USA,UK,7.95,2024-11-18,Pending
Germany,France,12.71,2024-05-03,In Transit
USA,France,25.22,2024-03-21,In Transit
Spain,France,44.65,2024-01-21,In Transit
USA,France,17.09,2024-05-14,Pending
Germany,France,10.52,2024-12-18,In Transit
Germany,UK,7.95,2024-04-12,Pending
Tunisia,Germany,45.15,2024-02-28,In Transit
Germany,France,17.98,2024-07-13,Delivered
Tunisia,France,20.73,2024-08-15,In Transit
Tunisia,France,45.34,2024-10-09,Pending
Spain,Italy,7.95,2024-01-13,Delivered
USA,France,7.95,2024-01-09,Delivered
Spain,Germany,-3.75,2024-05-07,In Transit
China,France,6.52,2024-09-17,Pending
China,France,-7.04,2024-01-08,Pending
Tunisia,Germany,23.19,2024-05-15,Pending
Germany,France,-3.6,2024-09-01,Pending
Tunisia,France,48.06,2024-12-19,In Transit
Germany,France,48.2,2024-10-12,Pending
Tunisia,France,29.97,2024-10-26,Delivered
China,France,38.43,2024-01-03,In Transit
Spain,UK,7.95,2024-04-17,In Transit
USA,UK,7.95,2024-01-06,In Transit
USA,Germany,28.05,2024-04-27,In Transit
Germany,Italy,17.06,2024-06-20,In Transit
China,Germany,23.25,2024-09-13,Pending
China,France,37.23,2024-10-09,Pending
Spain,Italy,-6.97,2024-02-23,Delivered
Tunisia,Germany,-8.81,2024-06-07,In Transit
Tunisia,Germany,7.95,2024-01-12,In Transit
Germany,Germany,-5.14,2024-08-09,Pending
Germany,France,26.92,2024-02-14,Delivered
Tunisia,France,7.95,2024-03-02,Delivered
China,Germany,-1.19,2024-09-05,In Transit
Tunisia,UK,-8.11,2024-09-23,In Transit
USA,Italy,39.39,2024-01-07,Delivered
China,Italy,47.11,2024-04-12,Delivered
Germany,UK,46.35,2024-08-20,Delivered
Tunisia,France,9.98,2024-04-15,Pending
China,France,48.43,2024-03-23,Pending
China,Germany,34.44,2024-12-28,In Transit
Spain,Italy,45.54,2024-10-09,Delivered
China,UK,5.28,2024-10-15,Pending
China,Germany,40.0,2024-10-09,In Transit
Germany,France,38.42,2024-07-18,Delivered
Tunisia,Germany,28.91,2024-02-21,Delivered
USA,Italy,30.79,2024-11-08,In Transit
China,France,38.34,2024-03-12,Delivered
USA,France,26.1,2024-06-11,Delivered
Spain,Germany,49.79,2024-03-02,In Transit
Spain,Germany,7.95,2024-05-22,In Transit
China,France,2.96,2024-01-20,In Transit
Germany,Italy,-8.77,2024-04-25,Delivered
Tunisia,UK,27.97,2024-12-17,In Transit
China,France,35.68,2024-10-09,Delivered
Tunisia,France,28.98,2024-07-22,Delivered
Tunisia,UK,34.5,2024-01-27,Delivered
Germany,Italy,9.39,2024-10-09,Pending
Spain,France,5.99,2024-06-02,In Transit
Germany,France,38.34,2024-04-11,In Transit
Spain,France,16.19,2024-08-07,Delivered
Spain,France,-2.09,2024-01-10,Pending
Tunisia,France,6.2,2024-01-22,Pending
Tunisia,France,7.95,2024-04-05,Delivered
China,UK,36.71,2024-10-09,Delivered
USA,France,1.51,2024-10-23,Delivered
Germany,Germany,39.2,2024-02-05,In Transit
Spain,Germany,7.95,2024-05-22,Delivered
Tunisia,France,2.23,2024-08-06,Delivered
Spain,France,15.85,2024-04-05,Delivered
China,France,23.33,2024-01-21,Delivered
Spain,France,7.95,2024-09-02,In Transit
Tunisia,Italy,-6.19,2024-09-24,In Transit
USA,France,39.18,2024-10-16,Delivered
Tunisia,UK,7.95,2024-11-15,In Transit
China,Germany,20.32,2024-09-12,Delivered
China,UK,11.9,2024-05-26,Pending
Tunisia,Germany,44.42,2024-04-28,Delivered
China,France,19.18,2024-04-11,Pending
USA,Italy,39.74,2024-09-18,In Transit
Tunisia,Italy,7.95,2024-10-24,Delivered
China,France,6.03,2024-03-17,In Transit
Germany,France,2.89,2024-10-09,Delivered
China,France,10.46,2024-07-12,Delivered
Spain,Germany,-2.69,2024-12-25,Pending
Germany,UK,45.28,2024-05-17,In Transit
USA,France,6.3,2024-11-06,Pending
USA,Italy,22.02,2024-09-27,In Transit
China,France,4.13,2024-03-08,In Transit
Tunisia,France,7.17,2024-12-26,Pending
Spain,France,-5.67,2024-12-27,Delivered
Tunisia,UK,-6.17,2024-03-15,Delivered
Tunisia,France,30.61,2024-11-17,Delivered
Germany,Italy,28.7,2024-02-21,In Transit
USA,UK,24.97,2024-05-21,Pending
Germany,UK,49.52,2024-10-09,In Transit
China,France,2.07,2024-06-13,Pending
Spain,Italy,22.13,2024-05-28,Pending
Germany,France,47.13,2024-12-13,Pending
Tunisia,France,47.57,2024-10-17,Delivered
Tunisia,France,36.1,2024-01-16,Pending
China,France,14.77,2024-05-10,In Transit
Tunisia,UK,17.52,2024-09-11,Delivered
Germany,Italy,28.79,2024-11-14,Pending
Spain,Germany,38.68,2024-03-23,Delivered
Tunisia,UK,20.96,2024-05-08,Pending
Spain,UK,25.95,2024-12-24,Pending
USA,Germany,-6.43,2024-08-19,Delivered
Tunisia,France,14.88,2024-10-20,In Transit
Spain,France,12.47,2024-02-11,Pending
Spain,France,3.62,2024-10-09,Delivered
USA,France,-9.99,2024-12-27,In Transit
Spain,France,45.58,2024-05-25,Delivered
Tunisia,France,49.59,2024-11-14,In Transit
China,UK,-8.87,2024-09-10,Pending
China,France,25.02,2024-10-09,In Transit
USA,UK,39.0,2024-04-10,Delivered
China,France,12.83,2024-08-21,In Transit
Tunisia,France,12.67,2024-07-05,Pending
Tunisia,UK,3.47,2024-03-20,In Transit
Spain,Germany,7.95,2024-02-18,Delivered
China,France,30.5,2024-10-09,In Transit
Spain,France,44.38,2024-07-03,In Transit
USA,France,42.28,2024-10-09,In Transit
China,France,4.58,2024-08-03,In Transit
USA,Germany,25.08,2024-11-21,Pending
Tunisia,France,34.85,2024-10-09,In Transit
China,Germany,47.18,2024-01-04,Delivered
China,UK,27.75,2024-07-19,Delivered
Germany,Italy,9.32,2024-08-02,In Transit
Germany,UK,-2.33,2024-03-26,In Transit
USA,France,7.95,2024-02-06,Pending
China,Germany,14.25,2024-10-09,Delivered
USA,France,31.13,2024-01-04,In Transit
Germany,France,18.89,2024-07-14,Pending
Germany,France,16.75,2024-12-22,In Transit
Germany,Germany,28.14,2024-10-09,In Transit
Germany,UK,0.67,2024-03-09,Delivered
China,Germany,38.99,2024-02-09,In Transit
Tunisia,Germany,28.8,2024-10-09,In Transit
Spain,France,17.67,2024-01-01,Delivered
Spain,Germany,48.14,2024-12-21,Delivered
Tunisia,France,31.08,2024-03-24,Pending
China,France,37.59,2024-02-15,Delivered
Spain,France,29.39,2024-01-26,Pending
USA,France,14.47,2024-01-09,Pending
Spain,France,-3.49,2024-01-15,In Transit
Spain,France,1.68,2024-01-11,Delivered
Spain,France,40.05,2024-10-09,Pending
Tunisia,Germany,3.24,2024-02-17,Delivered
China,France,33.86,2024-10-07,Pending
USA,UK,15.29,2024-07-16,In Transit
Germany,Germany,-0.41,2024-09-20,Pending
China,France,45.99,2024-06-19,In Transit
China,France,4.18,2024-01-01,Pending
USA,Italy,29.47,2024-12-10,Pending
Spain,Italy,5.87,2024-10-18,Delivered
Spain,Italy,7.95,2024-07-16,Pending
Tunisia,Italy,33.09,2024-06-21,In Transit
China,France,7.97,2024-04-23,Delivered
Spain,France,0.52,2024-06-01,Delivered
Tunisia,France,35.59,2024-03-21,Pending
Germany,France,7.95,2024-10-01,Delivered
USA,France,27.01,2024-11-14,Pending
Spain,France,2.72,2024-10-05,In Transit
China,France,43.87,2024-07-07,Delivered
USA,France,-9.59,2024-03-25,Delivered
Germany,Italy,40.0,2024-02-15,Pending
Spain,UK,40.09,2024-08-22,In Transit
Germany,Germany,47.51,2024-01-27,In Transit
Tunisia,Germany,-0.65,2024-09-23,Pending
Germany,France,25.48,2024-07-14,Delivered
Tunisia,France,46.89,2024-10-09,Pending
USA,Italy,-8.16,2024-03-10,In Transit
Spain,Italy,9.61,2024-10-09,Pending
USA,France,48.1,2024-05-01,Delivered
China,France,41.61,2024-08-18,Delivered
China,France,1.46,2024-10-09,In Transit
Tunisia,Germany,22.01,2024-05-12,In Transit
Germany,France,33.2,2024-01-20,Pending
Germany,Italy,31.67,2024-10-06,Pending
Spain,France,29.81,2024-01-06,Delivered
Spain,France,37.74,2024-09-21,Pending
Spain,France,4.84,2024-07-12,In Transit
Tunisia,Germany,12.13,2024-08-06,Pending
Spain,Italy,45.39,2024-11-02,In Transit
Germany,France,49.07,2024-03-20,Delivered
China,UK,7.95,2024-04-25,Pending
Spain,UK,7.95,2024-04-11,Delivered
Spain,UK,47.98,2024-07-11,Delivered
China,Italy,-1.7,2024-03-21,In Transit
Tunisia,France,27.99,2024-09-25,Delivered
Germany,Germany,48.01,2024-07-23,Delivered
China,France,37.86,2024-02-19,Delivered
China,France,47.95,2024-03-20,In Transit
Spain,Italy,15.26,2024-07-15,Delivered
China,UK,-4.07,2024-05-03,Pending
China,UK,-9.46,2024-12-22,Delivered
Spain,Germany,31.57,2024-09-11,Delivered
China,Germany,37.23,2024-11-23,Delivered
Germany,France,20.42,2024-04-11,In Transit
Tunisia,France,21.22,2024-05-02,Pending
China,France,4.28,2024-10-05,Delivered
USA,France,43.6,2024-02-11,In Transit
Spain,UK,11.42,2024-10-09,Pending
Germany,Germany,-7.07,2024-09-25,In Transit
USA,Germany,20.77,2024-10-09,Pending
Tunisia,Germany,-6.89,2024-10-09,Pending
USA,France,5.9,2024-11-22,Delivered
Germany,France,10.74,2024-09-24,Delivered
USA,Germany,0.08,2024-10-09,Delivered
Tunisia,Italy,20.61,2024-10-09,In Transit
Spain,Italy,5.68,2024-10-09,Pending
Spain,France,-3.92,2024-02-22,Pending
Spain,Germany,7.95,2024-03-23,In Transit
USA,France,36.17,2024-04-05,In Transit
Spain,Italy,-4.7,2024-03-11,Pending
Tunisia,France,7.95,2024-10-17,Delivered
USA,France,20.14,2024-07-21,Pending
Germany,Germany,31.28,2024-02-14,In Transit
Spain,Germany,4.86,2024-05-18,Delivered
Germany,Germany,7.95,2024-08-07,In Transit
Spain,Germany,7.95,2024-11-06,In Transit
Spain,France,39.31,2024-05-15,Pending
China,UK,32.7,2024-06-21,Delivered
USA,UK,41.17,2024-07-01,In Transit
Tunisia,Germany,29.83,2024-12-23,Pending
USA,France,8.05,2024-08-09,Delivered
USA,France,-4.57,2024-04-02,In Transit
Germany,France,7.95,2024-04-24,Pending
USA,Germany,44.44,2024-02-20,Delivered
China,Italy,-0.42,2024-11-07,Pending
China,Italy,36.79,2024-01-13,Pending
Germany,Germany,21.15,2024-02-28,In Transit
USA,UK,7.95,2024-01-11,Delivered
Spain,Germany,-2.89,2024-04-03,In Transit
Spain,UK,18.07,2024-06-02,Delivered
Germany,France,25.6,2024-12-20,Delivered
USA,Germany,21.34,2024-09-01,Pending
Tunisia,UK,7.95,2024-12-13,Pending
Tunisia,Italy,30.45,2024-10-16,Pending
USA,France,16.11,2024-04-21,Delivered
Germany,Germany,7.95,2024-10-24,Pending
Tunisia,France,13.11,2024-08-15,Delivered
Germany,Italy,10.03,2024-07-27,In Transit
Germany,Germany,16.57,2024-09-09,Pending
Germany,Italy,21.35,2024-04-26,In Transit
Germany,Germany,5.52,2024-05-06,Delivered
Germany,UK,3.87,2024-10-09,Delivered
Tunisia,France,20.4,2024-10-09,In Transit
USA,France,13.94,2024-10-09,Delivered
Tunisia,UK,7.95,2024-06-04,Pending
Germany,France,11.12,2024-01-23,Delivered
USA,France,18.19,2024-09-21,In Transit
Spain,Germany,3.52,2024-06-20,Pending
USA,UK,3.8,2024-10-09,In Transit
USA,France,28.64,2024-07-17,In Transit
Spain,Italy,9.47,2024-04-01,Pending
Germany,UK,46.88,2024-01-10,Delivered
Tunisia,France,12.71,2024-02-17,In Transit
Germany,Italy,17.39,2024-11-04,In Transit
Spain,UK,2.1,2024-07-20,Pending
Tunisia,UK,7.95,2024-07-05,Pending
Spain,UK,16.08,2024-11-01,Pending
Tunisia,UK,32.83,2024-02-16,Delivered
Spain,Italy,-6.39,2024-10-17,In Transit
USA,UK,-8.65,2024-12-04,Delivered
Germany,France,35.79,2024-04-07,Delivered
USA,France,-9.31,2024-12-26,Delivered
Germany,France,38.92,2024-07-25,Delivered
USA,France,-5.67,2024-01-28,In Transit
USA,Italy,7.95,2024-05-01,Pending
Spain,UK,30.47,2024-10-09,Pending
China,UK,12.32,2024-10-09,Pending
USA,France,32.0,2024-06-17,Pending
Spain,Italy,45.29,2024-06-15,Pending
Tunisia,France,-2.09,2024-02-16,Delivered
China,France,41.29,2024-03-24,In Transit
Tunisia,France,-9.24,2024-01-23,In Transit
USA,France,7.95,2024-09-05,Delivered
China,France,15.43,2024-02-02,Delivered
USA,UK,4.5,2024-12-11,Pending
USA,UK,19.67,2024-11-19,In Transit
Spain,France,22.48,2024-08-23,In Transit
Germany,UK,22.4,2024-05-15,In Transit
Germany,Italy,-4.81,2024-12-21,Delivered
China,France,40.8,2024-03-02,Delivered
Germany,Germany,46.46,2024-12-14,Pending
Spain,France,41.86,2024-04-13,Pending
Spain,France,16.56,2024-09-27,Delivered
China,France,7.95,2024-11-01,Pending
Tunisia,Italy,14.12,2024-06-23,In Transit
Germany,Germany,-5.12,2024-12-27,In Transit
China,France,1.11,2024-04-03,Pending
Spain,France,7.95,2024-01-11,Pending
Spain,Germany,20.46,2024-07-14,Pending
USA,Germany,5.87,2024-10-09,Delivered
Germany,Germany,46.11,2024-02-01,Pending
Spain,UK,19.73,2024-08-02,Pending
Tunisia,Germany,7.95,2024-04-07,In Transit
China,Germany,11.93,2024-02-14,In Transit
China,UK,15.49,2024-08-02,Delivered
Germany,France,33.74,2024-10-09,In Transit
Spain,Italy,2.67,2024-04-27,Delivered
China,France,39.95,2024-10-09,In Transit
China,UK,14.13,2024-04-08,Delivered
Spain,France,22.84,2024-10-09,In Transit
China,France,37.19,2024-10-09,Delivered
China,France,31.2,2024-03-15,In Transit
Tunisia,UK,7.95,2024-02-23,Delivered
Germany,Italy,7.95,2024-11-26,In Transit
China,France,21.01,2024-10-09,Pending
Germany,UK,-2.28,2024-02-18,Pending
Spain,Germany,30.51,2024-10-09,Pending
Tunisia,France,30.11,2024-09-14,In Transit
USA,France,10.76,2024-04-09,Delivered
Tunisia,France,48.05,2024-12-21,In Transit
China,France,47.96,2024-10-19,Delivered
Germany,France,7.95,2024-06-17,Delivered
Tunisia,France,15.48,2024-11-08,In Transit
USA,Italy,23.25,2024-10-09,Pending
Spain,France,6.29,2024-11-06,Delivered
USA,UK,46.68,2024-07-22,Pending
Tunisia,France,29.83,2024-12-12,Delivered
Spain,France,36.77,2024-01-25,In Transit
Germany,France,34.44,2024-06-08,In Transit
USA,France,1.86,2024-07-22,In Transit
Tunisia,France,-7.72,2024-02-11,In Transit
Tunisia,France,27.35,2024-10-09,Delivered
USA,Italy,41.04,2024-06-03,In Transit
Tunisia,Germany,35.21,2024-06-12,In Transit
Tunisia,France,9.05,2024-02-16,Pending
Spain,France,10.22,2024-04-20,Pending
Spain,Italy,36.26,2024-06-27,In Transit
Germany,France,1.99,2024-05-08,Delivered
China,France,-9.0,2024-04-10,In Transit
Spain,Italy,28.73,2024-12-21,In Transit
Spain,UK,-9.91,2024-12-28,In Transit
Spain,UK,7.95,2024-11-23,In Transit
Tunisia,UK,46.98,2024-01-20,In Transit
China,France,9.59,2024-10-09,Pending
Spain,UK,25.3,2024-12-15,Pending
Spain,UK,-1.37,2024-01-20,Delivered
Tunisia,Germany,39.57,2024-07-26,Delivered
Spain,Germany,-0.25,2024-10-09,Delivered
China,France,12.9,2024-03-22,Pending
Germany,France,7.95,2024-07-07,In Transit
USA,Italy,7.95,2024-03-19,Pending
USA,Italy,13.51,2024-02-12,Delivered
Tunisia,Germany,23.1,2024-10-05,In Transit
USA,Italy,2.11,2024-06-05,Pending
USA,France,13.91,2024-08-11,Delivered
Germany,Germany,14.62,2024-10-09,Delivered
Tunisia,Italy,-7.82,2024-10-09,Delivered
Germany,Italy,37.92,2024-06-21,Delivered
China,Germany,7.95,2024-07-17,Delivered
USA,Italy,7.95,2024-06-09,Delivered
Spain,Italy,20.06,2024-04-13,Pending
China,Italy,7.95,2024-10-07,Delivered
Spain,Italy,10.95,2024-03-02,Pending
Germany,France,29.11,2024-10-09,Delivered
Germany,Italy,7.95,2024-08-10,In Transit
China,France,0.96,2024-10-09,In Transit
USA,France,49.76,2024-10-09,In Transit
China,Italy,-4.37,2024-09-05,Pending
Spain,France,17.06,2024-10-09,In Transit
Spain,France,41.11,2024-11-09,Delivered
China,France,36.74,2024-10-09,Pending
Tunisia,France,49.08,2024-10-09,In Transit
China,France,7.95,2024-06-28,Pending
USA,UK,48.93,2024-09-04,Pending
Germany,Germany,44.13,2024-10-09,Delivered
China,France,20.38,2024-12-21,In Transit
China,Germany,49.08,2024-08-13,Pending
Germany,UK,20.33,2024-04-02,Delivered
Germany,France,12.03,2024-04-27,Pending
Tunisia,France,32.12,2024-05-16,Pending
Germany,UK,33.99,2024-04-28,Delivered
Spain,Italy,39.41,2024-06-28,In Transit
China,France,21.19,2024-08-25,Pending
Germany,Germany,7.95,2024-03-27,In Transit
USA,Germany,7.95,2024-11-10,In Transit
USA,UK,35.04,2024-09-02,In Transit
China,UK,23.88,2024-10-04,Delivered
Spain,UK,17.71,2024-03-28,Pending
Germany,Italy,16.95,2024-05-07,In Transit
Germany,France,18.51,2024-03-09,In Transit
Germany,France,32.32,2024-09-13,Delivered
Germany,Germany,17.06,2024-08-05,Pending
Tunisia,France,38.29,2024-05-16,In Transit
USA,Italy,7.95,2024-03-07,Delivered
Spain,France,22.08,2024-04-18,In Transit
Spain,France,-8.13,2024-11-18,Delivered
Spain,France,26.38,2024-10-09,Delivered
Germany,France,-7.19,2024-06-09,Delivered
China,France,7.95,2024-03-21,In Transit
Spain,France,-9.44,2024-03-09,Delivered
Spain,UK,9.97,2024-03-06,In Transit
China,France,-1.6,2024-10-23,Delivered
Tunisia,France,7.95,2024-10-12,Delivered
China,France,18.96,2024-10-09,In Transit
Tunisia,Italy,25.25,2024-10-09,Pending
